CodigoExterno,Nombre,CodigoEstado,FechaCierre
3124-9-L125,SERVICIO DE MANTENCIÓN Y REPARACIÓN PUERTAS DE ACCESO DIRECCIÓN DE ABASTECIMIENTO DE LA ARMADA,5,2025-10-10 15:00:00
3130-28-LE25,Serv Mant. Preventiva correc. autoclave y lavadora,5,2025-10-09 15:10:00
3130-29-LE25,MANTENC PREVENTIVA DE CUATRO VENTILADORES MECANIC.,5,2025-10-10 17:00:00
3134-89-LE25,TELEFONIA FIJA CON DIRECTEMAR.,5,2025-10-09 16:00:00
3134-90-LE25,ADQUISICIÓN DE HERRAMIENTAS Y ACCESORIOS PROFENIX,5,2025-10-09 17:00:00
3134-91-LE25,SERVICIO DE TRANSPORTE DE SEÑAL SATELITAL PARA CONECTAR DOS EMBARCACIONES CON LA WAN DIRECTEMAR POR UN PERÍODO DE 24 MESES.,5,2025-10-09 16:00:00
3134-92-LE25,ADQUISICIÓN DEL SERVICIO DE TRANSPORTE DE SEÑAL TERRESTRE PARA CONECTAR EL COMPLEJO DIRECCIONES TÉCNICAS MARÍTIMAS CON EL NODO DIRECTEMAR POR UN PERÍODO DE 36 MESES,5,2025-10-30 16:00:00
3134-93-LE25,ADQUISICIÓN - RENOVACIÓN DE LICENCIAS.,5,2025-10-13 15:01:00
3135-34-LE25,CONVENIO DE SUMINISTRO MANT. AIRE ACONDICIONADO,5,2025-10-07 10:00:00
3135-42-LP25,SEGUNDO LLAMADO ADQUISICION DE MEDICAMENTOS CESFAM,5,2025-10-06 15:00:00
3141-14-LE25,ADQUISICION DE CONTENEDORES POLIETILENO R.S.D.,5,2025-10-09 14:26:00
3141-15-LE25,Adquisción de estanque para agua,5,2025-10-13 16:13:00
3146-2-LE25,CONTRATACION DE SERVICIOS PROFESIONAL ODONTOLOGO,5,2025-10-06 16:16:00
3149-22-LE25,COMPRA DE MOBILIARIO MUNICIPALIDAD DE MARIA ELENA,5,2025-10-06 15:00:00
3149-23-I225,LICITACION PRIVADA SERVICIOS DE INTERNET CENTRAL TELEF. IP Y F.O.,5,2025-10-24 18:00:00
3151-21-LE25,SEGURO COMPLEMENTARIO DE SALUD Y VIDA,5,2025-10-09 16:15:00
3156-51-LE25,COMBUSTIBLES PARA LA ESCUELA DE GRUMETES,5,2025-10-06 16:00:00
3159-25-LE25,CAMBIO SUMINISTRO E INSTALACIÓN DE PLANCHAS DE ZINC,5,2025-10-08 15:01:00
3159-26-LE25,NORMALIZACIÓN ELÉCTRICA,5,2025-10-13 15:10:00
316-47-LE25,“ADQUISICION DE AUTOCAD 2025”,5,2025-10-14 09:00:00
3166-25-L125,MANTENCION Y REGARGA BANCO CO2 LIENTUR,5,2025-10-08 15:00:00
3171-13-LE25,MANTENIMIENTO PREVENTIVO VEHÍCULOS FISCALES GMAYS.,5,2025-10-08 18:05:00
3172-77-LE25,MANTENCIÓN SALA BOMBAS AGUA  5° COM. CASABLANCA.,5,2025-10-08 18:00:00
3172-78-LE25,MANT. SALA BOMBAS DE AGUA Y CALD. 4TA. COM. CONCÓN,5,2025-10-08 11:00:00
3172-79-LP25,OBRA MENOR LOSA TECHADA ESFOCAR TEMUCO,5,2025-10-15 10:00:00
3172-80-LE25,CONST. ZONA SEG.CARGA Y DESCARGA ARMAMENTO 4  COM.,5,2025-10-07 09:00:00
3172-83-LQ25,MEJ. SIST. ELÉCT. PREF. CAUTÍN Y  2° COM. TEMUCO,5,2025-11-04 11:00:00
3177-11-LE25,SERVICIOS DE BANQUETERÍA PRODUCCIÓN Y EVENTO “CENA DEL DÍA DEL PROFESOR Y ASISTENTE DE LA EDUCACIÓN 2025”.,5,2025-10-08 15:15:00
3178-27-LQ25,SERVICIO DE LA ESPECIALIDAD DE CUELLO Y CABEZA,5,2025-10-16 16:00:00
3178-28-LQ25,SERVICIO DE HOSPITALIZACIÓN DOMICILIARIA,5,2025-10-16 16:00:00
3181-40-LR25,SERVICIO DE MANTENCIÓN CONSERVACIÓN RESTAURACIÓN,5,2025-10-30 09:02:00
3181-54-LE25,“SERVICIO DE PRODUCCIÓN TÉCNICA DE EVENTO: CELEBRACIÓN “DÍA DEL DIRIGENTE 2025”.,5,2025-10-10 09:00:00
3187-43-LE25,REEMPLAZO VENTANAS TERMOPANEL VV.FF. PUERTO NATALE,5,2025-10-13 20:00:00
3187-44-LE25,MANTENCIÓN REPAR E INSP. CLUTCH OPV-83 FUENTEALBA,5,2025-10-13 20:00:00
3191-108-LE25,LE INS2 INSUMOS CLINICOS,5,2025-10-06 15:00:00
3191-112-LE25,LE REAC INSUMOS CLINICOS Y REACTIVOS:,5,2025-10-09 15:00:00
3191-117-LE25,LE FAR2 ADQUISICION DE FARMACOS,5,2025-10-10 11:00:00
3191-121-LE25,SERVICIO INSTALACIÓN LÍNEAS DE VIDA HOSPITAL NAVAL,5,2025-10-13 15:05:00
3193-9-LE25,ADQUISICION DE GIROESFERA KIT MANTENIMIENTO Y REGULADOR DE VOLTAJE PARA LSG TALCAHUANO,5,2025-10-13 16:00:00
3196-17-LE25,REPARACIÓN DE TECHUMBRE EN VIVIENDA FISCAL,5,2025-10-17 11:00:00
3199-24-LE25,CONST. REDUCTORES Y DEMARCACIÓN VIAL LONCOCHE,5,2025-10-08 14:00:00
3199-25-LQ25,MEJORAMIENTO ESTADIO MUNICIPAL LONCOCHE,5,2025-11-04 14:00:00
3200-20-L125,software tarjetero digital DSM Loncoche,5,2025-10-07 10:01:00
3202-21-LE25,SERVICIO DE REMPLAZO DE 26 VENTANAS EN VIVIENDAS FISCALES CHONCHI,5,2025-10-07 12:05:00
3202-22-LE25,SERVICIO DE REPARACIÓN DE PISO ESTRUCTURAL EN VIVIENDA FISCAL,5,2025-10-08 16:00:00
3206-49-L125,MATERIALES ELECTRICOS PARA OBRAS,5,2025-10-06 19:14:00
3210-21-LE25,ARRIENDO DE IMPRESORAS MULTIFUNCIONALES,5,2025-10-13 17:00:00
3211-5-LP25,ESTUDIO DE PROSPECCION GEOFISICA PARA ABASTOS,5,2025-10-06 15:10:00
3211-9-LP25,REPARACIONES BACHES DE EMERGENCIA,5,2025-10-10 18:37:00
3220-27-LP25,ESTADO DE EXCEPCIÓN CONSTITUCIONAL MZS  PETROLEO DIESEL PARA GENERADORES ,5,2025-10-06 15:00:00
3220-28-LE25,ADQUISICIÓN E INSTALACIÓN DE PASTO SINTÉTICO Y BA,5,2025-10-14 15:04:00
3220-29-L125,SERVICIO DE DETECCION Y REPARACION DE FILTRACION DE AGUA POTABLE INTERIOR COMANDACIA,5,2025-10-07 10:00:00
3220-30-LE25,MATERIALES PARA HABITABILIDADES COMBASETALC.,5,2025-10-13 15:01:00
3231-143-LE25,AMPLIACIÓN CENTRO COMUNITARIO PELLUHUE,5,2025-10-07 15:30:00
3231-144-LE25,CONTRATO DE SUMINISTRO REPUESTOS VEHICULOS PESADOS,5,2025-10-09 17:42:00
3231-145-LQ25,EXTENSIÓN AGUA POTABLE Y AGUAS SERVIDAS,5,2025-10-29 15:30:00
3231-146-CO25,PLAN COMUNAL DE ESTERILIZACION MUNICIPAL COMUNA DE PELLUHUE,5,2025-10-10 16:00:00
3231-147-LQ25,Mejoramiento Circulaciones Parque Costanera,5,2025-10-30 15:30:00
3232-53-LP25,CONVENIO SUMINISTRO-SANITIZACIÓN Y DESRATIZACION,5,2025-10-06 16:00:00
3240-24-LE25,SERVICIO DE ASEO Y LIMPIEZA PARA C.O.Ira.Z.N.,5,2025-10-06 15:01:00
3241-42-LE25,ADQUISICIÓN DE MATERIALES PARA MANTENIMIENTO ,5,2025-10-13 15:30:00
3241-45-LE25,ADQUISICIÓN DE VÍVERES PARA CAFETERÍA NAVAL,5,2025-10-13 16:00:00
324-36-LR25,SERVICIO DE RECOLECCIÓN DOMICILIARIA EN LA COMUNA ,5,2025-10-16 15:00:00
3243-7-LP25,Mejoramiento Plaza Las Hortensias Comuna de Santo Domingo. CÓDIGO 1-B-2024-157,5,2025-11-03 17:00:00
3243-8-LP25,Mejoramiento Cierro Y Canchas De Tenis Complejo Deportivo Juan Vera Velásquez Santo Domingo. CÓDIGO BIP 40045383-0,5,2025-10-27 16:12:00
3243-9-LE25,Servicio de retiro de cubierta de asbesto cemento PMI San Enrique Comuna de Santo Domingo,5,2025-10-13 17:00:00
324-61-LP25,CONTRATACION DE SERVICIO DE SEGUROS PARA VEHICULOS,5,2025-10-13 15:05:00
324-62-LE25,ADQ. DE MAQUINA DOBLADORA Y PEGADORA DE PAPEL,5,2025-10-09 15:00:00
324-63-LE25,SERVICIO DE TRANSPORTE DE PASAJEROS CON CHOFER PAR,5,2025-10-16 15:00:00
3250-13-LE25,SERVICIO MANTENCIÓN Y RECUPERACIÓN DE ESTANQUES COMBUSTIBLE,5,2025-10-06 19:56:00
3251-21-LE25,ADQUISICIÓN DE ARTÍCULOS DE OFICINA DEPTO. SALUD,5,2025-10-06 16:35:00
3251-23-LE25,SUMINISTRO DE LENTES ÓPTICOS RESOLUTIVIDAD,5,2025-10-13 15:10:00
3260-29-L125,Insumos Médicos ,5,2025-10-07 15:30:00
3260-31-LE25,Equipos Electrónicos ,5,2025-10-13 15:30:00
3269-14-LE25,S.A. 107 SUSCRIPCIÓN MICROSOFT 365,5,2025-10-09 15:00:00
3275-30-LE25,CABINA DE REVELADO LACRIMVPO,5,2025-10-09 15:00:00
3275-31-LE25,CÁMARA DE REVELADO LACRIMVPO,5,2025-10-09 15:00:00
3275-32-LE25,BANCO DE EXÁMEN DE EVIDENCIAS LACRIMVPO,5,2025-10-09 15:00:00
3280-16-LE25,SERVICIO DE MANTENIMIENTO PARQUE VEHICULAR,5,2025-10-10 16:18:00
3289-8-LE25,MOBILIARIO UUDD DE LA REPOLAG,5,2025-10-08 20:00:00
3289-9-LE25,EQUIPOS DE AUDIO Y PROYECCIÓN - AUDITORIO REPOLAG,5,2025-10-23 15:00:00
3296-10-LP25,MEJORAMIENTO Y NORMALIZACIÓN SISTEMA ELECTRICO EDIFICIO MUNICIPAL CURACO DE VELEZ,5,2025-10-15 19:55:00
3296-11-LQ25,CONSTRUCCION ALUMBRADO FOTOVOLTAICO SECTOR TOLQUIEN CURACO DE VELEZ,5,2025-10-29 19:55:00
3296-8-LR25,REPOSICION MAQUINARIA MUNICIPAL CURACO DE VELEZ,5,2025-10-06 15:00:00
3296-9-LP25,CONSTRUCCION MIRADOR PARQUE PALQUI CURACO DE VELEZ,5,2025-10-09 19:55:00
3310-15-LP25,Srv. aumento capacidad hídrica y almacenamiento,5,2025-10-08 12:00:00
3310-19-LQ25,Serv. reparación y mantto de boulevard principal,5,2025-10-21 12:00:00
331-5-O125,CONSERVACIÓN PERIÓDICA CAMINO RUNGUE-LO ECHEVERS ,5,2025-10-17 09:30:00
3319-11-LE25,ADQUISICION MOBILIARIO CONSERVACION  PDI LEBU,5,2025-10-10 16:30:00
3326-66-LE25,ADQUISICIÓN DE 01 CAMIÓN DE CARGA EQUIPADO CON CARROCERÍA CERRADA PARA CARABINEROS DE CHILE SEGÚN BASES ADMINISTRATIVAS Y TÉCNICAS,5,2025-10-09 15:30:00
3326-67-LE25,CONTRATACIÓN DEL SERVICIO DE ARRIENDO DE 01 VEHÍCULO TIPO MINIBÚS STATION WAGON O SUV PARA EL TRANSPORTE DE PASAJEROS PARA LA PREFECTURA DE SEGURIDAD PRIVADA O.S.10 DE CARABINEROS DE CHILE SEGÚN BASES ADMINISTRATIVAS Y TÉCNICAS,5,2025-10-13 15:30:00
3326-68-LE25,ADQUISICIÓN DE REPUESTOS PARA VEHÍCULOS MARCA TOYOTA PARA STOCK DE BODEGA DEL DEPARTAMENTO DE TRANSPORTES L.3 DE CARGO DE CARABINEROS DE CHILE,5,2025-10-08 15:30:00
3326-69-LE25,ADQUISICIÓN DE REPUESTOS PARA MOTOCICLETAS MARCA: BMW MODELO G310 AÑO: 2022 PARA STOCK DE BODEGA DEL DEPARTAMENTO DE TRANSPORTES L.3 DE CARGO DE CARABINEROS DE CHILE SEGÚN BASES ADMINISTRATIVAS Y TÉCNICAS,5,2025-10-15 15:30:00
3328-84-LR25,MFA.SUMINISTRO MEDICAMENTOS ELECTROLITOS VOLUMEN,5,2025-10-06 16:00:00
3333-29-L125,SERVICIO DE VENTA EMISION E IMPRESIÓN DE ENTRADAS 2026-2028               ,5,2025-10-09 13:00:00
3335-48-LE25,MEJORAMIENTO SSHH ALUMNAS ETAPA N°1 COLEGIO TÉCNICO PROFESIONAL N°1 HONORIO OJEDA VALDERAS - ORD. N°737,5,2025-11-17 15:10:00
3335-49-LE25,ADQUISICIÓN MOBILIARIO Y EQUIPAMIENTO PARA SALAS MODULARES DE EMERGENCIA ESCUELA RADIMADI ORD. N°85 SUBVENCIÓN REGULAR,5,2025-10-09 15:30:00
3335-50-LE25,ADQUISICION VESTUARIO ARTISTICO Y CULTURAL PARA ESCUELA RADIMADI ORD. N°104 FONDOS LEY SEP ,5,2025-10-13 15:01:00
3336-12-LE25,CONSTRUCCIÓN CASETAS METÁLICAS.,5,2025-10-07 14:00:00
3336-13-LP25,REPOSICIÓN DE VEREDAS CALLE ANGAMOS - LA UNIÓN ,5,2025-10-24 18:30:00
3336-14-LE25,“ADQUISICIÓN DE EQUIPAMIENTO PARA EDIFICIOS PÚBLICOS MUNICIPALES”,5,2025-10-14 18:30:00
3336-15-LQ25,CONSTRUCCIÓN CAPTACIÓN Y DISTRIBUCIÓN  LONCOTREGUA,5,2025-10-30 18:00:00
3341-5-LE25,Ceremonia de Premiación Docentes y Asistentes,5,2025-10-08 17:30:00
3349-36-LE25,FI adquisición de máquinas trotadoras,5,2025-10-06 15:02:00
3349-38-LE25,Arriendo de baños químicos,5,2025-10-13 15:01:00
3351-1-L125,Servicio de banquetería,5,2025-10-10 15:00:00
3351-3-LE25,SERVICIO DE MANTENIMIENTO Y REPARACIÓN LABORATORIO,5,2025-10-06 15:00:00
3366-14-LE25,ADQUISICIÓN DE 03  EQUIPOS DE CALEFACCIÓN,5,2025-10-06 18:44:00
3367-11-LE25,Servicio de Mantenimiento,5,2025-10-20 15:05:00
3378-61-LR25,SUMINISTRO DE MATERIALES E INSUMOS DE IMPLANTES PARA EL SERVICIO DE CARDIOCIRUGÍA POR 36 MESES,5,2025-10-06 16:00:00
3378-62-LP25,SUMINISTRO DE MATERIALES E INSUMOS DE IMPLANTES PARA PATOLOGÍA NEUROLÓGICA HEMORRÁGICA DEL SERVICIO DE ANGIOGRAFÍA,5,2025-10-06 16:00:00
3378-63-LP25,SUMINISTRO DE MATERIALES E INSUMOS DE IMPLANTES PARA PATOLOGÍA DE MALFORMACIÓN VASCULAR CEREBRAL DEL SERVICIO DE ANGIOGRAFÍA,5,2025-10-08 16:00:00
3378-64-LR25,SUMINISTRO DE MATERIALES E INSUMOS DE DISPOSITIVOS PARA MANEJO DE INSUFICIENCIA CARDÍACA Y ARRITMIA PARA EL SERVICIO DE HEMODINAMIA DEL HMS,5,2025-10-09 16:00:00
3378-65-LR25,SUMINISTRO DE INSUMOS PARA CIRUGÍAS OCULARES CON EQUIPAMIENTO E INSTRUMENTAL EN COMODATO PARA EL SERVICIO DE OFTALMOLOGÍA DEL HOSPITAL MILITAR DE SANTIAGO,5,2025-10-09 16:00:00
3378-67-LR25,SUMINISTRO DE MATERIALES E INSUMOS DE IMPLANTES PARA PROCEDIMIENTOS DE CADERA PARA EL SERVICIO DE TRAUMATOLOGÍA,5,2025-10-10 16:00:00
3378-68-LR25,SUMINISTRO DE MATERIALES E INSUMOS DE IMPLANTES PARA CIRUGÍAS LAPAROSCÓPICAS Y ABIERTAS CON EQUIPAMIENTO PARA EL HMS,5,2025-10-10 16:00:00
3378-69-LP25,LICITACIÓN PÚBLICA PARA USO ESPACIO FÍSICO DE MÓDU,5,2025-10-13 16:00:00
3378-71-LR25,SUMINISTRO DE MATERIALES E INSUMOS DE IMPLANTES PARA RADIOLOGÍA INTERVENCIONAL DEL SERVICIO DE ANGIOGRAFÍA,5,2025-10-15 16:00:00
3378-72-LP25,SUMINISTRO DE MATERIALES E INSUMOS DE IMPLANTES PARA ELECTROFISIOLOGÍA DEL SERVICIO DE HEMODINAMIA,5,2025-10-06 16:00:00
3378-73-LP25,SUMINISTRO DE MATERIALES E INSUMOS DE IMPLANTES PARA ANEURISMA CEREBRAL DEL SERVICIO DE ANGIOGRAFÍA,5,2025-10-15 16:00:00
3378-74-LP25,SUMINISTRO DE INSUMO JABÓN NEUTRO-GLICERINA CON ENTREGA Y MANTENCIÓN CORRECTIVA DE DISPENSADORES EN COMODATO,5,2025-10-22 16:00:00
3378-75-LR25,SUMINISTRO DE MATERIALES E INSUMOS DE LENTES INTRAOCULARES PARA EL SERVICIO DE OFTALMOLOGÍA DEL HMS ,5,2025-10-27 16:00:00
3378-76-LR25,SUMINISTRO DE MATERIALES E INSUMOS DE INJERTOS BIOLÓGICOS PARA EL SERVICIO DE TRAUMATOLOGÍA DEL HMS ,5,2025-10-30 16:00:00
3378-77-LE25,ADQUISICIÓN DE  100 LICENCIAS OFFICE HOME  BUSINESS 2024” PARA EL HMS,5,2025-10-13 16:00:00
3378-78-LP25,SUMINISTRO DE MATERIALES E INSUMOS DE IMPLANTES DE EXTREMIDAD SUPERIOR TOBILLO Y PIE PARA EL SERVICIO DE TRAUMATOLOGÍA ,5,2025-10-21 16:00:00
3383-10-LE25,Insumos Farmaceuticos,5,2025-10-09 16:00:00
3383-9-LE25,Insumos químicos,5,2025-10-06 16:00:00
3390-30-LP25,CONSTRUCCIÓN DE PISCINAS,5,2025-10-07 20:00:00
3390-31-LE25,SERVICIO DE ALIMENTACIÓN ,5,2025-10-13 15:01:00
3391-64-B225,SERVICIO INTEGRAL DE CIRUGÍAS Y PROCEDIMIENTOS TRAUMATOLÓGICOS Y ORTOPÉDICOS,5,2025-10-06 15:00:00
3391-73-CO25,SERVICIO INTEGRAL DE CIRUGÍAS INFANTILES,5,2025-10-07 15:00:00
3392-7-L125,MATERIALES PARA REPARACIÓN DE VIVIENDAS FISCALES,5,2025-10-07 15:01:00
3399-16-L125,servicio de mantenimiento  y regularización del pozo profundo del Regimiento N.16 Talca.,5,2025-10-07 13:18:00
3399-17-L125,servicio reparación del casino de oficiales del Regimiento N.° 16 “Talca”.,5,2025-10-16 15:00:00
3412-7-LE25,SERVICIO INSTALACIÓN DE UN TRANSFORMADOR ELÉCTRICO,5,2025-10-07 13:21:00
3416-88-LE25,SERV. DE MANTENIMIENTO DE EQUIPOS GASTRONOMICOS ,5,2025-10-09 15:30:00
3416-89-LE25,VIRUTA PARA GANADO CABALLAR,5,2025-10-06 17:00:00
3416-90-LE25,ACCESORIOS PARA CONFECCIÓN DE TENIDAS,5,2025-10-13 16:00:00
3436-103-L125,Mantenimiento de hornos y cocinas casino de suboficiales CC 1100010004,5,2025-10-10 10:25:00
3439-33-LE25,ANTIPARRAS TÁCTICAS PARA CANES,5,2025-10-06 15:30:00
3439-34-LE25,MANDILES INSTITUCIONALES,5,2025-10-06 15:30:00
3442-8-LE25,EJECUCIÓN PROGRAMA HABITABILIDAD CONVOCATORIA 2024,5,2025-10-06 15:01:00
3443-36-LQ25,Habilitación Casa Cultural Municipal de Purranque.,5,2025-10-09 16:00:00
3443-37-LP25,SERVICIO DE RADIODIFUSIÓN PARA LA MUNICIPALIDAD DE PURRANQUE,5,2025-10-06 15:05:00
3443-38-LE25,ADQUISICION MAQUINAS Y EQUIPOS FONDO CONCURSABLE CAPITAL SEMILLA Y EMPLEABILIDAD PMJH PURRANQUE 2025,5,2025-10-06 15:00:00
3445-44-L125,ECI CONSTRUCCION EXT REDES PUBLICAS EEAS VILLA RDA,5,2025-10-07 14:15:00
3445-45-LE25,ATO CONSTRUCCION EXT REDES PUBLICAS EEAS VILLA RDA,5,2025-10-13 18:37:00
3447-203-LE25,Obras y Equipamiento Programa Habitabilidad 2024,5,2025-10-13 15:01:00
3447-206-LE25,Capacitación Salud AGL ECICEP Alto Hospicio,5,2025-10-06 15:01:00
3447-209-LE25,Coordinador Programa Saneamiento Control Plagas,5,2025-10-06 16:00:00
3447-211-LE25,Servicio Capacitación sobre el TEA,5,2025-10-09 10:00:00
3447-212-LP25,Serv. Telemedicina para Recintos de Red de APS,5,2025-10-16 10:00:00
3447-213-LE25,Suministro de Insumos Veterinarios,5,2025-10-13 16:00:00
3447-215-L125,"Servicios de Instalación de Tuberías en Baño de Hombre, Piscina Municipal, Sector El Boro ",5,2025-10-16 16:00:00
3447-216-LE25,Difusión Programa de Deportes,5,2025-10-14 10:00:00
3447-217-LP25,Serv.Pagos a través de Terminales POS y Plataforma,5,2025-10-23 10:00:00
3463-3-LE25,INSUMOS DENTALES ESTRATEGIAS DE SALUD BUCAL 2025,5,2025-10-14 16:30:00
3469-57-LE25,SUM.REPUESTOS LUBRICANTES Y ACCES.VEHICULOSMOVIL,5,2025-10-08 15:00:00
3469-59-L125,INSTAL.VIDRIO TRASY DELANT.RETROEXACAVDORA K.IMCH,5,2025-10-06 15:30:00
3469-60-LE25,CONT. SUM INSUMOS IMPRESIÓN 2025 INFORMÁTICA IMCH,5,2025-10-07 15:00:00
3469-61-LE25,ADQUIS. MOBILIARIO DE OFICINA Y MUEBLERIA IMCH,5,2025-10-08 15:00:00
3471-101-B225,SUMINISTRO INSUMOS E IMPLANTES TRAUMATOLÓGICOS,5,2025-10-14 16:00:00
3471-102-CO25,C.S DE INSUMOS MEDICOS PARA ESPECIALIDADES MEDICAS POR 24 MESES.,5,2025-10-09 16:00:00
3471-103-LP25,C.S DE INSUMOS MÉDICOS DE USO VASCULAR KINE E IMAG,5,2025-10-20 16:00:00
3471-104-LP25,CS INS MED PARA LIMPIEZA Y EMPAQUE INSTR QUIRURGIC,5,2025-10-20 16:00:00
3471-105-LE25,SUMINISTRO DE UTILES DE ASEO HOSCAR 12 MESES.,5,2025-10-09 16:00:00
3471-106-LE25,SUMINISTRO DEL MEDICAMENTO INTERFERON BETA-1A.,5,2025-10-09 16:00:00
3471-107-LE25,CS INS MED LAB CLINICO ANATOMIA PAT Y BCO SANGRE,5,2025-10-13 16:00:00
3471-108-LP25,CONVENIO SUMINISTRO DE DISPOSITIVOS MEDICOS,5,2025-10-20 16:00:00
3471-109-LE25,LA CONTRATACIÓN EN LÍNEAS DE ADJUDICACIÓN DE UN SUMINISTRO DE MEDICAMENTOS PARA SISTEMA CIRCULATORIO Y MEDIOS DE CONTRASTE POR 24 MESES PARA EL HOSPITAL DE CARABINEROS.,5,2025-10-13 16:00:00
3474-83-LE25,CINTURON TACTICO NUEVO MODELO ESCAR,5,2025-10-08 17:00:00
3477-70-LQ25,“ABASTOS DE AGUA CD. MARIANO LINCONAO SECTOR LLAM,5,2025-10-20 16:00:00
3477-71-LR25,REPOSICIÓN Y ADQUISICIÓN DE BUSES PARA TRANSPORTE ESCOLAR VILCÚN ,5,2025-10-13 16:00:00
3477-73-LQ25,“SERVICIO DE PRODUCCIÓN EVENTO ANIVERSARIO CENTENA,5,2025-10-06 15:01:00
3477-75-LE25,“MEJORAMIENTO PLAZA LA FRONTERA CAJÓN” ,5,2025-10-06 16:00:00
3477-76-LP25,“REPOSICIÓN DE VEREDAS CENTRO CÍVICO VILCÚN Y CALLE DEPORTES DE CHERQUENCO VILCÚN” ,5,2025-10-13 16:00:00
3477-78-LE25,“INSTALACIÓN DE FILTROS ABASTOS DE AGUA POTABLE COMUNIDAD JOSÉ ALONQUEO B SECTOR LLAMUCO GRUPO 1” ,5,2025-10-06 16:00:00
3477-79-LE25,SERVICIO DE PRODUCCIÓN DE EVENTOS 100 CUECAS POR ,5,2025-10-06 15:30:00
3479-76-LR25,CONSERVACION DE CAMINOS NO ENROLADOS ISLA QUEULLIN,5,2025-11-03 16:00:00
3479-77-LP25,Seguro Complentario de Salud,5,2025-10-07 12:00:00
3479-78-L125,SERVICIO TRASLADO PARVULOS JARDIN SEMILLAS,5,2025-10-06 16:00:00
3479-79-LE25,Tuberia Alcantarillas Red Vial,5,2025-10-09 12:00:00
3486-32-LE25,VESTUARIO PARA FUNCIONARIOS DEPTO. SALUD,5,2025-10-10 09:00:00
3495-31-LE25,ESPECIALIDAD AMBULATORIA GASTROENTEROLOGÍA DSM,5,2025-10-06 15:05:00
3495-32-LE25,EXAMENES DE ECOGRAFIA ABDOMINAL PARA DSM VILCUN,5,2025-10-06 15:00:00
3497-17-LE25,MATERIALES PROGRAMA DE LA MUJER,5,2025-10-10 12:00:00
3498-15-LP25,CONSTRUCCION MULTICANCHA TAUCU COBQUECURA.,5,2025-10-22 17:26:00
3498-16-LP25,SOLUCIONES  DE AGUA POTABLE DISTINTOS SECTORES.,5,2025-10-24 14:24:00
3498-17-LP25,HABILITACION INMUEBLE COMUNITARIO DE CUIDADOS.,5,2025-10-22 18:41:00
3498-19-LP25,SOLUCIONES  DE AGUA POTABLE SECTOR QUILE,5,2025-10-22 13:20:00
3498-20-LP25,Mejoramiento espacio central Liceo Diego Missene,5,2025-10-22 15:30:00
3502-58-LE25,CONSTRUCCION PLAZOLETA VILLA ALEGRE TRAIGUEN,5,2025-10-07 15:00:00
3502-59-LE25,LICITACIÓN DE OPERACIÓN Y MANTENCIÓN DEL VERTEDERO,5,2025-10-10 15:00:00
3506-69-LQ25,SECOPLAN MEJORAMIENTO PISCINA CALETA BOY,5,2025-10-10 15:00:00
3506-70-LR25,SECOPLAN ADQUISICION TERRENO PARA LA MUNICIPALIDAD DE TOCOPILLA,5,2025-10-24 15:00:00
3506-71-LP25,CARNAVAL INTERCULTURAL FAROLITO COSTERO 2025,5,2025-10-06 15:00:00
3508-31-LE25,ADQUISICION DE 20 CONTENEDORES DE BASURA DE 1.100 LT.,5,2025-10-06 15:00:00
3509-32-LE25,MANTENCION ASCENSORES Y CERTIFICACION CESFAM URBAN,5,2025-10-06 15:30:00
3511-22-LE25,ADQUISICIÓN MOBILIARIO ESC. SAN ISIDRO CUZ CUZ,5,2025-10-07 15:30:00
3511-23-L125,ARTÍCULOS DEPORTIVOS ESC LAS PALMERAS DE LIMAHUIDA,5,2025-10-09 15:30:00
3511-24-L125,CAPACITACIÓN ESCUELA SAN ISIDRO CUZ CUZ,5,2025-10-09 15:30:00
3512-50-LR25,Mejoramiento Cancha Futbol Santa Virginia Illapel,5,2025-11-11 10:00:00
3512-61-LE25,REPARACIÓN DE VIVIENDAS PROG. HABITABILIDAD 2024,5,2025-10-09 16:00:00
3512-62-LE25,AITO CONSERVACION	EDIFICIO CONSISTORIAL,5,2025-10-07 15:30:00
3515-27-LE25,CONSTRUCCION SALA DEL PERSONAL DE DIDECO,5,2025-10-15 16:00:00
3516-51-LE25,Mat Petreo Ayudas Sociales seg. semestre 2025,5,2025-10-06 15:00:00
3519-5-LE25,CONTRATO DE SUMINISTRO ARRIENDO DE CAMIONES TOLVA,5,2025-10-08 16:15:00
3520-22-LQ25,MEJORAMIENTO ENTORNO Y SEGURIDAD ESTADIO CIUDAD DE DALCAHUE,5,2025-10-09 15:00:00
3520-23-LE25,ADQUISICIÓN VEHÍCULO MODELO JEEP TRACCIÓN 4X4 PARA LA MUNICIPALIDAD DE DALCAHUE,5,2025-10-13 15:05:00
3523-19-LR25,MEJAMIENTO SISTEMA DE AGUA VMO,5,2025-10-27 15:00:00
3530-9-LE25,Adquisición de materiales de ferretería.,5,2025-10-07 17:00:00
3545-33-L125,CONTRATO DE TRANSPORTE DE MUESTRAS BIOLOGICAS DEL CCMV,5,2025-10-08 10:00:00
3545-34-LE25,CONTRATO DE SUMINISTRO ERITROSEDIMENTACION,5,2025-10-06 15:00:00
3553-31-LE25,Seguro de incendio y otros Inmueble Villavicencio,5,2025-10-09 15:00:00
3559-10-LR25,Concesión servicio de mantención de areas verdes Pencahue,5,2025-10-06 17:00:00
