FechaCierre,Descripcion,Estado,CodigoTipo,TipoConvocatoria,MontoEstimado,Modalidad,EmailResponsablePago,Comprador.NombreOrganismo,Comprador.NombreUnidad,Comprador.ComunaUnidad,Comprador.RegionUnidad,Comprador.NombreUsuario,Comprador.CargoUsuario
2025-10-08 09:00:00,RECARGA DE OXIGENO Y MANTENCION DE RED CLINICA,,,,,,,,,,,,
2025-10-08 10:00:00,PROP PUBL N100 ADQ PROD AGROPECUARIOS Y FORESTALES,,,,,,,,,,,,
2025-10-08 11:00:00,PROPUESTA PUBLICA 101 ADQUISICION DE FERT. Y OTROS,,,,,,,,,,,,
2025-10-08 09:00:00,PROP PUBL N96 ADQ. VEHÍCULO DIRECCIÓN DE OBRAS MUN,,,,,,,,,,,,
2025-10-07 16:00:00,PROPUESTA PRIVADA 5 SERV.ARR.SALON Y BANQUETERIA,,,,,,,,,,,,
2025-10-15 11:00:00,PROPUESTA PRIVADA 4 SER.TRANS.PASAJEROS,,,,,,,,,,,,
2025-10-07 15:00:00,PROP N99 ADQ INSUMOS VETERINARIOS Y OTROS  PDTI,,,,,,,,,,,,
2025-10-15 10:00:00,PROPUESTA  98 SOLUC. CONSTRUCTIVAS HABITABILIDAD,,,,,,,,,,,,
2025-10-16 11:00:00,PROP PUBL N104 ADQ. JUGUETES DE NAVIDAD 2025,,,,,,,,,,,,
2025-10-09 11:00:00,CONTRATACIÓN SERVICIO MOVILIZACIÓN CONVENIOS DSM,,,,,,,,,,,,
2025-10-06 15:00:00,MANT. PREV. Y CORRECTIVA LOSA RADIANTE CONUNHUENU,,,,,,,,,,,,
2025-10-06 15:01:00,MATERIALES PARA LA CONSTRUCCIÓN TECHOS COLECTORES,,,,,,,,,,,,
2025-10-13 15:01:00,SERVICIO DE MEJORAMIENTO Y RESTAURACIÓN DE CANALES,,,,,,,,,,,,
2025-10-13 15:01:00,INSTALACIÓN GRUPO ELECTRÓGENO CON ATS  CONAF,,,,,,,,,,,,
2025-10-10 15:01:00,OBRAS DE MEJORAMIENTO PASEO DE BORDE CERRO CALÁN,,,,,,,,,,,,
2025-10-06 15:01:00,CONSTRUCCIÓN PLAZA MIRADOR ATALAYA,,,,,,,,,,,,
2025-10-16 15:01:00,CÁMARAS DE VIDEOVIGILANCIA CON ANALÍTICA DE VIDEO,,,,,,,,,,,,
2025-10-29 15:01:00,SERVICIO DE LIMPIEZA DE FERIAS LIBRES,,,,,,,,,,,,
2025-10-21 15:01:00,DISEÑO PROYECTOS INGENIERÍA OBRAS DE PAVIMENTACIÓN,,,,,,,,,,,,
2025-11-03 15:01:00,CONSTRUCCIÓN PLAZA MIRADOR CERRO APOQUINDO,,,,,,,,,,,,
2025-10-30 15:01:00,ILUMINACIÓN ORNAMENTAL ACTIVIDADES NAVIDEÑAS,,,,,,,,,,,,
2025-10-20 15:01:00,EJECUCIÓN DE FERIAS Y EXPOSICIONES 2 SEMESTRE 2025,,,,,,,,,,,,
2025-10-21 15:01:00,ACTIVIDADES CELEBRACIÓN DE NAVIDAD,,,,,,,,,,,,
2025-10-27 15:01:00,plataforma de atención de público agenda web y,,,,,,,,,,,,
2025-10-06 15:00:00,CURSO TEORÍAS DEL DESISTIMIENTO ,,,,,,,,,,,,
2025-10-06 15:00:00,BLUSAS INSTITUCIONALES COLOR BLANCO PARA AA.OO.,,,,,,,,,,,,
2025-10-09 15:05:00,Adquisición de trajes de aproximación al fuego,,,,,,,,,,,,
2025-10-21 15:00:00,ADQUISICIÓN DE UN CARRUSEL INCLINADO Y TRANSPORTE RECTO PARA RETIRO DE EQUIPAJE,,,,,,,,,,,,
2025-10-22 15:00:00,ADQUISICION DE UN SISTEMA RADIOENLACE PTA. ARENASANTOFAGASTA,,,,,,,,,,,,
2025-10-09 16:17:00,Dia del Adulto Mayor,,,,,,,,,,,,
2025-10-06 15:00:00,LABORATORIO DE COMPUTACION LICEO FERMIN DEL REAL,,,,,,,,,,,,
2025-10-06 15:02:00,Arrie. Equipos Mecanizados Skidder Conaf VI Region,,,,,,,,,,,,
2025-10-06 15:10:00,Servicio Alimentación Brigadas Conaf Cardenal Caro,,,,,,,,,,,,
2025-10-14 15:00:00,Servicio de Evaluación Curricular,,,,,,,,,,,,
2025-10-07 14:00:00,Centro de Operaciones de Seguridad SOC externo,,,,,,,,,,,,
2025-10-06 16:00:00,SERVICIO DE LIMPIEZA OFICINAS REGIONALES,,,,,,,,,,,,
2025-10-14 14:00:00,Servicio de Enlace a Internet Dedicado,,,,,,,,,,,,
2025-10-15 14:00:00,CONTRATACIÓN DEL SERVICIO DE VIGILANCIA Y SEGURIDAD PARA LAS DEPENDENCIAS DE LA SUPERINTENDENCIA UBICADAS EN LA CIUDAD DE SANTIAGO,,,,,,,,,,,,
2025-11-04 15:01:00,“Concesión del Servicio de Recolección y Transporte de Residuos Sólidos Domiciliarios y de Ferias Libres de la comuna de Conchalí 2026-2031”,,,,,,,,,,,,
2025-10-08 14:00:00,CONSTRUCCIÓN ALUMBRADO BANDEJÓN GRANADA COMUNA DE CONCHALÍ,,,,,,,,,,,,
2025-10-14 14:00:00,SERVICIO DE GUARDIAS PARA RECINTOS CERRADOS IMS,,,,,,,,,,,,
2025-10-15 14:00:00,SERVICIO DE CAMIÓN ALJIBE PARA MANTENCIÓN ARBOLADO,,,,,,,,,,,,
2025-10-16 14:00:00,SERVICIO GUARDIAS SEGURIDAD PERMISOS CIRCULACIÓN,,,,,,,,,,,,
2025-10-15 14:00:00,SERVICIO DE CAMIONES ALZA HOMBRE,,,,,,,,,,,,
2025-10-07 14:00:00,SERVICIO DE PRODUCCIÓN DEL MERCADO NAVIDAD 2025,,,,,,,,,,,,
2025-11-05 14:00:00,SERVICIO DE LIMPIEZA FERIAS LIBRES SANTIAGO,,,,,,,,,,,,
2025-10-07 14:00:00,MEJORAMIENTO CASCO HISTÓRICO STGO,,,,,,,,,,,,
2025-10-07 14:00:00,Servicio de Cuentas Corrientes y servicios relac.,,,,,,,,,,,,
2025-10-16 14:00:00,CONSERVACIÓN ESC. DIFERENCIAL CENTRO CAPACITACION,,,,,,,,,,,,
2025-10-09 14:00:00,Mantención Quinta Normal y otros,,,,,,,,,,,,
2025-10-14 14:00:00,Mantención Parque Forestal y otros,,,,,,,,,,,,
2025-10-16 14:00:00,Mantención Áreas Verdes Sector 3,,,,,,,,,,,,
2025-10-30 14:00:00,Mantenimiento y Conserv. Estaciones Trasbordo,,,,,,,,,,,,
2025-10-10 14:00:00,ARRIENDO VEHÍCULOS DE SEGURIDAD MUNICIPALIDA STGO,,,,,,,,,,,,
2025-10-08 14:00:00,SERVICIO CONTROL DE VEHÍCULOS MUNICIPALES GPS,,,,,,,,,,,,
2025-10-15 14:00:00,MEJORAMIENTO PLAZOLETA FRANKLIN - CHILOÉ,,,,,,,,,,,,
2025-10-17 14:00:00,SERVICIO INTEGRAL CONTROL ASISTENCIA BIOMÉTRICO,,,,,,,,,,,,
2025-10-16 16:35:00,Adq. Materiales de Oficina ORD. N°498-DIMAO,,,,,,,,,,,,
2025-10-08 16:00:00,ADQ. DE ELEMENTOS DE PROTECCIÓN PERSONAL,,,,,,,,,,,,
2025-10-09 16:00:00,ADQ. CALZADO ESPECIALIZADO DE SEGURIDAD,,,,,,,,,,,,
2025-10-09 15:00:00,ADQ. DE CONTAINERS MEMO N°084 DAF CBA IMA,,,,,,,,,,,,
2025-10-07 15:06:00,ADQ. DE LICENCIAS Y SOFTWARE ORD. 20 I.T. 07 DIDI IMA SRR,,,,,,,,,,,,
2025-10-22 12:00:00,Conjunto Escultórico Monumental Cultura Chinchorro.,,,,,,,,,,,,
2025-10-20 17:00:00,ADQUISICIÓN DE COMPUTADORES IMPRESORAS Y ESCANER,,,,,,,,,,,,
2025-10-13 15:11:00,ADQ INS Y QUÍMICOS PARA MANT DE CAMPING Y PISCINAS,,,,,,,,,,,,
2025-10-13 17:45:00,soporte informático municipal por periodo de 12MES,,,,,,,,,,,,
2025-10-07 16:38:00,MEJORAMIENTO DE VIVIENDAS PROGRAMA DE HABITABILIDA,,,,,,,,,,,,
2025-10-13 17:31:00,DRON SUS ACCESORIOS Y CAPACITACION MAS 1 SERVIDOR,,,,,,,,,,,,
2025-10-06 15:01:00,SERVICIO DE SEGURIDAD PARA TALLERES MUNICIPALES 20,,,,,,,,,,,,
2025-10-22 15:00:00,DISEÑO Y CONSTRUCCIÓN SEDE CENTRO COMUNITARIO LOS  ROMEROS,,,,,,,,,,,,
2025-10-28 15:00:00,MODIFICACIÓN N°2 PLAN REGULADOR COMUNAL,,,,,,,,,,,,
2025-11-03 15:01:00,SERVICIO DE DISPOSICION FINAL DE RESIDUOS SOLIDOS,,,,,,,,,,,,
2025-10-06 15:27:00,SERVICIO DE ENDOSCOPIAS Y TEST DE UREASA PARA PACIENTES  DEL CESFAM DE CONCÓN,,,,,,,,,,,,
2025-10-10 11:09:00,SERVICIOS PROFESIONALES MÉDICOS DE OTORRINOLARINGOLOGIA PARA PACIENTES DEL CESFAM DE CONCON 2025”,,,,,,,,,,,,
2025-10-08 18:35:00,SENSORES INTRAORAL RADIOVISIOGRAFO PARA CESFAM,,,,,,,,,,,,
2025-10-07 16:00:00,Construcción Cancha Pádel Vi Portal AlamedaParral,,,,,,,,,,,,
2025-10-06 16:00:00,Construcción Espacio Digua comuna de Parral,,,,,,,,,,,,
2025-11-03 15:05:00,ADQUISICION DE HORNOS CREMATORIOS Y CAMARA DE FRIO,,,,,,,,,,,,
2025-10-07 12:00:00,COMPRA E INSTALACIÓN SISTEMA CÁMARAS DE VIGILANCIA C.G.A,,,,,,,,,,,,
2025-10-09 15:00:00,SOLUCIONES CONSTRUCTIVAS PROGRAMA HABITABILIDAD,,,,,,,,,,,,
2025-10-07 16:00:00,MEJORAMIENTO SEDE JJVV SECTOR EL TARTARO,,,,,,,,,,,,
2025-10-29 16:00:00,SALON MULTIPROPOSITO CLUB DE RODEO PIGUCHEN,,,,,,,,,,,,
2025-10-14 16:00:00,ACONDICIONAMIENTO INTERIOR EDIFICIO CONSISTORIAL,,,,,,,,,,,,
2025-10-14 16:00:00,ATRAVIESO M.T. PLANTA FOTOVOLTAICA LOS PATOS,,,,,,,,,,,,
2025-10-07 16:00:00,SERVICIO DE AUDITORIA INFORME FINANCIERO Y ACTUAL,,,,,,,,,,,,
2025-10-06 15:01:00,SERVICIO DE PRODUCCION DE EVENTOS RAFAEL,,,,,,,,,,,,
2025-10-10 16:37:00,ADQUISICIÓN UNIFORMES ALTERNATIVOS,,,,,,,,,,,,
2025-10-10 15:41:00,CONTRATACION PRODUCCION DE EVENTO FESTIVAL DE LA,,,,,,,,,,,,
2025-10-13 19:53:00,ADQUISICIÓN EQUIPAMIENTO COMPUTACIONAL,,,,,,,,,,,,
2025-10-06 16:33:00,CONTRATACION DE SERVICIO DE RADIOEMISORAS,,,,,,,,,,,,
2025-10-06 16:38:00,CONTRATACIÓN DE SERVICIO DE MEDIOS DE COMUNICACIÓN DE TELEVISIÓN,,,,,,,,,,,,
2025-10-06 16:41:00,SERVICIO DE DIFUSIÓN DIARIOS O PERIÓDICOS,,,,,,,,,,,,
2025-10-13 15:15:00,Adquisición de dos retroexcavadoras IMA 4,,,,,,,,,,,,
2025-10-30 12:00:00,Repo. Relocalización Posta salud rural NAL Ancud,,,,,,,,,,,,
2025-10-30 12:00:00,Mejoramiento Calle Baquedano y costanera Norte IMA,,,,,,,,,,,,
2025-11-03 15:01:00, C.S. Pretratamiento valorización y disposición RSD 2,,,,,,,,,,,,
2025-10-08 12:00:00,ADQUISICION MATERIALES SEÑALETICA VERTICAL NATALES,,,,,,,,,,,,
2025-10-21 12:00:00,MEJORAMIENTO Y REPOSICION ILUMINACION PUBLICA VILLA DOROTEA,,,,,,,,,,,,
2025-10-06 15:00:00,canastas familiares de viveres,,,,,,,,,,,,
2025-10-07 18:00:00,ALIMENTOS,,,,,,,,,,,,
2025-10-13 15:10:00,LENTES OPTICOS DISAM TOME OPTICA POPULAR,,,,,,,,,,,,
2025-10-07 15:00:00,ATENCION ODONTOLOGICA EN NANEAS EN EL CONTEXTO DE IMPLEMENTACION DE LA LEY TEA,,,,,,,,,,,,
2025-10-14 15:00:00,SEGURO EDIFICIOS Y CONTENIDOS Y ROBOS,,,,,,,,,,,,
2025-10-10 12:00:00,Mobiliario escolar. escuela Punta de Parra Tomé,,,,,,,,,,,,
2025-11-03 15:01:00,CONCESIÓN TERRITORIAL EN SECTOR PARQUE METROPOLITANO DEL RIO MAPOCHO COSTANERA SUR - AV. SAN JOSEMARÍA ESCRIVA DE BALAGUER N°6400 COMUNA DE VITACURA,,,,,,,,,,,,
2025-10-07 15:00:00,ARRIENDO MANTENCIÓN Y SOPORTE PLATAFORMA WEB,,,,,,,,,,,,
2025-10-09 15:00:00,SERVICIO DE ESTERILIZACIÓN DE INSTRUMENTAL MÉDICO,,,,,,,,,,,,
2025-10-24 15:00:00,CONTRATACIÓN DE SERVICIO DE GUARDIAS DE SEGURIDAD PARA RESGUARDAR DEPENDENCIAS Y BIENES MUNICIPALES Y PÚBLICOS DE LA COMUNA DE VITACURA,,,,,,,,,,,,
2025-10-07 15:00:00,MEJORAMIENTO CANCHAS DE TENIS CLUB DE DEPORTES VITACURA,,,,,,,,,,,,
2025-10-13 15:01:00,Provisión Instalación y Puesta en Marcha de Sistema de Teledetección y Alerta Temprana de Incendios Forestales con Inteligencia Artificial y Cámara Biespectral,,,,,,,,,,,,
2025-10-22 15:00:00,PROVISIÓN E INSTALACIÓN DE JUEGOS INFANTILES Y PISOS DE CAUCHO EN ÁREAS DE JUEGOS DEL PARQUE COSTANERA SUR ORIENTE,,,,,,,,,,,,
2025-10-08 15:00:00,Diseño Producción Montaje y Coordinación del Stand Corporativo del Ecosistema de Innovación HUB Vitacura ,,,,,,,,,,,,
2025-10-17 15:00:00,Arriendo Instalación Mantención y Retiro de Recintos Modulares Oficina y Baños Brigada Forestal,,,,,,,,,,,,
2025-10-09 15:00:00,SERVICIO DE PRODUCCIÓN TECNICA PARA CEREMONIA DÍA DEL FUNCIONARIO MUNICIPAL AÑO 2025,,,,,,,,,,,,
2025-10-20 15:00:00,SERVICIO DE TAXIS EJECUTIVOS BAJO LA MODALIDAD DE SOLICITUD SEGÚN NECESIDAD DEL SERVICIO PARA SER USADOS EN LABORES DE LOS CENTROS DE SALUD MUNICIPALES,,,,,,,,,,,,
2025-10-24 15:00:00,SERVICIO EJECUCIÓN OBRAS CIVILES CON PROVISIÓN E INSTALACIÓN DE EQUIPAMIENTO DEPORTIVO EN PLAZA PADRE HURTADO Y PLAZA DE PARQUE RIO MAPOCHO,,,,,,,,,,,,
2025-11-07 15:00:00,MEJORAMIENTO CANCHAS DE FUTBOLITO CLUB DE DEPORTES VITACURA,,,,,,,,,,,,
2025-10-21 11:00:00,Resaltos 2025,,,,,,,,,,,,
2025-10-13 15:01:00,CONMEMORACIÓN DÍA DEL FUNCIONARIO A,,,,,,,,,,,,
2025-10-10 10:00:00,CONSTRUCCION PASOS PEATONALES LUMINOSOS,,,,,,,,,,,,
2025-10-14 10:00:00,CONSTRUCCION BARRERAS ACUSTICAS AV GRAL SAN MARTIN,,,,,,,,,,,,
2025-10-16 10:00:00,IMPLEMENTACION  SISTEMA RADIOCOMUNICACION SEGURIDA,,,,,,,,,,,,
2025-10-22 10:00:00,ADQUISICION ELEMENTOS PROTECCION PERSONAL,,,,,,,,,,,,
2025-10-09 15:01:00,ADQUISICIÓN DE MATERIALES DE CONSTRUCCION,,,,,,,,,,,,
2025-10-06 15:00:00,ARRIENDO 200 HORA RETROEXCAVADORA CAMINOS RURALES,,,,,,,,,,,,
2025-10-07 13:05:00,SERVICIO DE PRODUCCION ANIVERSARIO DE MELIPILLA,,,,,,,,,,,,
2025-10-06 15:01:00,REPARACIÓN VIVIENDAS PROYECTO HABITABILIDAD MOSTAZAL - CONVENIO 2024,,,,,,,,,,,,
2025-10-14 15:00:00,CONSERVACIÓN RECINTOS PISCINA MUNICIPAL LA PUNTA,,,,,,,,,,,,
2025-10-08 15:00:00,MATERIALES PARA MANTENCIÓN DE RECINTOS DEPORTIVOS,,,,,,,,,,,,
2025-10-13 15:01:00,SERVICIO DE PRODUCCIÓN INTEGRAL HALLOWEEN,,,,,,,,,,,,
2025-10-13 15:01:00,2º LLAMADO - LÍNEA 2 - MATERIALES PARA RECAMBIO Y MANTENCIÓN DE ALUMBRADO,,,,,,,,,,,,
2025-10-08 11:45:00,SERVICIO TECNICO EDUCATIVO,,,,,,,,,,,,
2025-10-08 11:20:00,ADQUISICIÓN DE PROYECTOR PARA ESTABLECIMIENTOS,,,,,,,,,,,,
2025-10-10 12:00:00,PP 46-2025 CONSTRUCCIÓN CENTRO DE COMPOSTAJE,,,,,,,,,,,,
2025-10-27 15:00:00,PP Nº 51-2025 SERVICIO CONTROL DE ESTACIONAMIENTOS,,,,,,,,,,,,
2025-10-20 15:00:00,SERVICIO DE RECOLECCION Y TRANSPORTE DE RESIDUOS,,,,,,,,,,,,
2025-10-10 12:00:00,SERVICIO DE ASEO PARA LAS DEPENDENCIAS,,,,,,,,,,,,
2025-10-06 15:10:00,ADQUISICIÓN DE ELEMENTOS DE SEGURIDAD,,,,,,,,,,,,
2025-10-06 15:00:00,Desarrollo y Producción día del Funcionario,,,,,,,,,,,,
2025-10-16 15:10:00,ADQUISICIÓN DE CAMIONETA DOBLE CABINA 4X4,,,,,,,,,,,,
2025-10-08 15:00:00,SERVI. DE PRODUCCIÓN ENCUENTRO DE JUVENTUD COLINA,,,,,,,,,,,,
2025-10-22 15:00:00,MANTENCION DEPENDENCIAS MUNICIPALES,,,,,,,,,,,,
2025-10-06 17:00:00,CELEBRACIÓN DÍA DEL FUNCIONARIO DEPARTAMENTO DE EDUCACIÓN MUNICIPAL,,,,,,,,,,,,
2025-11-03 15:01:00,PROYECTO FNDR AÑO 2023 DENOMINADO “MEJORAMIENTO PAVIMENTACIÓN AVENIDA JORGE MATTE” COMUNA DE ALGARROBO,,,,,,,,,,,,
2025-10-13 15:01:00,PROYECTO DE INVERSION MUNICIPAL DENOMINADO “RETIRO Y REPOSICION DE CUBIERTA DE ASBESTO CEMENTO POSTA SAN JOSE” COMUNA DE ALGARROBO,,,,,,,,,,,,
2025-10-06 15:00:00,REPOSICIÓN PAVIMENTACIÓN CALLE MAESTRO SEGUNDO PRIETO COMUNA DE CARTAGENA,,,,,,,,,,,,
2025-10-06 15:00:00,MEJORAMIENTO ESPACIOS PUBLICOS  MIRADOR ARELLANO,,,,,,,,,,,,
2025-10-06 16:30:00,JARDIN INFANTIL VILLA CARTAGO COMUNA CARTAGENA,,,,,,,,,,,,
2025-10-10 15:00:00,PROGRAMA DE FORMACIÓN DE OFICIOS EN SERVICIOS TURI,,,,,,,,,,,,
2025-10-15 11:07:00,MEJORAMIENTO DE LA INSFRAESTRUCTURA ATENCION PRIMA,,,,,,,,,,,,
2025-10-30 15:00:00,MEJORAMIENTO PARQUE TOBALABA - SANCHEZ FONTECILLA,,,,,,,,,,,,
2025-10-16 15:00:00,SERVICIO DE ARRIENDO CONTENEDORES PARA RESIDUOS,,,,,,,,,,,,
2025-11-10 15:00:00,ILUMINACION PEATONAL CALLE VICENTE PEREZ NORTE,,,,,,,,,,,,
2025-10-06 15:01:00,CUIDADO Y MANTENCION DE PERROS POTENCIALMENTE PELIGROSOS PPP,,,,,,,,,,,,
2025-10-10 12:00:00,PROGRAMA HABITABILIDAD 2024,,,,,,,,,,,,
2025-10-13 15:01:00,Arriendo reloj biométrico y sistema de control,,,,,,,,,,,,
2025-10-06 15:30:00,MEJORAMIENTO DE ACERAS CALLE TOPACIO ENTRE ESMERALDA Y JULIO VRANCKEN COMUNA DE TALAGANTE,,,,,,,,,,,,
2025-10-06 16:00:00,Mejoramiento Gim. Roberto Torres M. Com. Talagante,,,,,,,,,,,,
2025-10-17 12:00:00,seguridad para centros de salud Talagante 2do Llamado,,,,,,,,,,,,
2025-10-30 15:30:00,DISPOSICIÓN FINAL DE RESIDUOS SOLIDOS DOMICILIARIO,,,,,,,,,,,,
2025-10-16 16:00:00,“HABILITACIÓN PUNTO VETERINARIO MUNICIPAL COSTANERA COMUNA DE TALAGANTE”,,,,,,,,,,,,
2025-10-15 15:00:00,“ADQUISICIÓN DE BATEAS OPEN TOP PARA GESTIÓN DE MICRO-BASURALES”,,,,,,,,,,,,
2025-10-07 15:26:00,SC 11550 LICENCIA ANTIVIRUS . DIRECCION DE SALUD,,,,,,,,,,,,
2025-10-06 18:20:00,SC 11625 FARMACOS  PARA USO FARMACIA CESFAM,,,,,,,,,,,,
2025-10-06 18:38:00,SC 11625 CARBONATO DE LITIO. FARMACIA CESFAM,,,,,,,,,,,,
2025-10-06 18:52:00,SC 11626 FARMACOS . USO CESFAM,,,,,,,,,,,,
2025-10-06 19:13:00,SC 11626 FARMACOS II . USO CESFAM,,,,,,,,,,,,
2025-10-06 19:23:00,SC 11628 Insumos clínicos. Box sala era y curaciones Cesfam.,,,,,,,,,,,,
2025-10-06 15:48:00,SC 11632 GEL AMORFO. CESFAM PIE DIABETICO,,,,,,,,,,,,
2025-10-06 15:56:00,SC 11633 Apósito compuesto. Pie Diabetico Cesfam,,,,,,,,,,,,
2025-10-07 13:19:00,SC 11634 FARMACOS PARA USO DE FARMACIA CESFAM,,,,,,,,,,,,
2025-10-08 15:00:00,SC 11636 Termómetro higronómetro Según especificaciones técnicas adjuntas. CESFAM.,,,,,,,,,,,,
2025-10-08 15:00:00,SC 11638 Insumos clínicos. CESFAM. ,,,,,,,,,,,,
2025-10-08 12:30:00, SC 11640 Insumos clínicos.  CESFAM. ,,,,,,,,,,,,
2025-10-08 13:00:00,SC 11641. Podología. CESFAM,,,,,,,,,,,,
2025-10-08 15:00:00,SC 11642. Fármacos. Metformina. Prog. FOFAR 2025.-,,,,,,,,,,,,
2025-10-08 14:00:00,SC 11643 Insumos odontológicos. CESFAM. ,,,,,,,,,,,,
2025-10-13 16:00:00,SC 9800 Servicio de control y manejo de murciélagos. MANTENCIÓN,,,,,,,,,,,,
2025-10-09 20:00:00,PROVISIÓN E INSTALACIÓN DE TARIMA RETRÁCTIL SC 39,,,,,,,,,,,,
2025-10-13 19:59:00,ADQUISICIÓN DE SISTEMA DE FOTODOCUMENTACIÓN TLC,,,,,,,,,,,,
2025-10-21 14:00:00,SOLUCION DE ALCANTARILLADO LOCALIDAD LA PALOMA COMUNA DE OVALLE,,,,,,,,,,,,
2025-10-13 15:01:00,ADQUISICION DE INSUMOS VETERINARIOS,,,,,,,,,,,,
2025-10-06 15:01:00,COMPRA REACTIVOS PLAN PILOTO CA GASTRICO Y COLON,,,,,,,,,,,,
2025-10-06 15:01:00,ADQUISICION DE CALIENTA SUEROS,,,,,,,,,,,,
2025-10-14 10:00:00,Adquisición de Vestuario,,,,,,,,,,,,
2025-10-07 12:00:00,IMPLEMENTOS DEPORTIVOS - ESTABLECIMIENTOS DEM,,,,,,,,,,,,
2025-10-09 10:00:00,“ ÚTILES ESCOLARES”,,,,,,,,,,,,
2025-10-14 12:00:00,SUMINISTROS DE IMPRESIÓN DEM OVALLE,,,,,,,,,,,,
2025-10-07 15:00:00,Mejoramiento InfraestrucutaTransporte Publico,,,,,,,,,,,,
2025-10-06 15:00:00,Servicio producción - Folio N1044 - Cultura,,,,,,,,,,,,
2025-10-06 15:00:00,HORMIGON G-25  DAOMA Fril I.C. Pinto Solicitud 668,,,,,,,,,,,,
2025-10-06 16:13:00,PARKAS FUNCIONARIOS MUNICIPALES. FOLIO 1040,,,,,,,,,,,,
2025-10-06 15:25:00,Transito - Folio 978 - insumo para ciclovía,,,,,,,,,,,,
2025-10-20 15:00:00,Ampliación Ruca Mapuche Puerto Aysén,,,,,,,,,,,,
2025-10-09 15:00:00,VEHICULO SUV 4X4 ALCALDIA,,,,,,,,,,,,
2025-10-20 15:00:00,Mejoram. Env. Termica Edificio Consistor Pto. Ays,,,,,,,,,,,,
2025-10-13 16:16:00,SERVICIO DE PRODUCCION. FOLIO 1061 CULTURA,,,,,,,,,,,,
2025-10-13 15:30:00,Provisión e instalacion de UPS.,,,,,,,,,,,,
2025-10-14 15:00:00,Hormigon Premezclado,,,,,,,,,,,,
2025-10-13 15:30:00,SERVICIO BANQUETERIA DIA DEL FUNCIONARIO 2025,,,,,,,,,,,,
2025-10-14 11:00:00,TRACTOR DE JARDIN FOLIO 1153 DAOMA,,,,,,,,,,,,
2025-10-09 15:09:00,Venta de 2 inmuebles Municipales Comuna de Pirque,,,,,,,,,,,,
2025-10-14 10:45:00,Servicio de Internet Fibra Óptica y Telefonía Fija,,,,,,,,,,,,
2025-10-07 10:45:00,“Servicio de Telefonía Móvil para la Municipalidad de Buin”,,,,,,,,,,,,
2025-10-10 10:45:00,Adquisición de Juguetes de Navidad 2025,,,,,,,,,,,,
2025-10-08 10:45:00,Día del Funcionario Municipalidad de Buin año 2025,,,,,,,,,,,,
2025-10-13 15:07:00,SERV. MANTENCION MAQUINARIAS MUNICIPALES,,,,,,,,,,,,
2025-10-09 16:35:00,talleres of. mujer agosto-noviembre,,,,,,,,,,,,
2025-10-09 12:19:00,capacitacion mujeres jefas de hogar.,,,,,,,,,,,,
2025-10-13 17:34:00,JUGUETES NAVIDAD 2025,,,,,,,,,,,,
2025-10-13 15:15:00,Const. Centro Comunitario de Seguridad Malloquito,,,,,,,,,,,,
2025-10-15 15:15:00,Remodelación Camarines Piscina Municipal,,,,,,,,,,,,
2025-10-09 17:00:00,SERV.MEJORAMIENTO DE CUBIERTA MULTICANCHA LP,,,,,,,,,,,,
2025-10-10 16:00:00,SERV.MEJORAMIENTO MULTICANCHA E666,,,,,,,,,,,,
2025-10-13 17:00:00,SERV. DE CAPACITACIÓN PARA DOCENTES E669,,,,,,,,,,,,
2025-10-08 17:00:00,SERV.PRODUCCIÓN DE EVENTOS PARA FUNCIONARIOS DAEM,,,,,,,,,,,,
2025-10-06 15:01:00,EXÁMEN DE ECOTOMOGRAFÍAS MAMARIAS,,,,,,,,,,,,
2025-10-06 15:01:00,COORDINACIÓN Y LOGÍSTICA CEREMONIA APS UNIVERSAL,,,,,,,,,,,,
2025-10-14 15:30:00,MEJORAMIENTO COLEGIO SEDE INFANCIA ETAPA III,,,,,,,,,,,,
2025-10-10 15:46:00,MANTENIMIENTO PREVENTIVO Y CORRECTIVO ASCENSORES,,,,,,,,,,,,
2025-10-20 15:30:00,CONCESIÓN VENTA SOAP LO BARNECHEA 2026-2027,,,,,,,,,,,,
2025-10-13 15:30:00,MEJORAMIENTO COLEGIO SEDE INTERMEDIA II,,,,,,,,,,,,
2025-10-27 15:30:00,MEJORAMIENTO SEDE MEDIA ETAPA II,,,,,,,,,,,,
2025-10-07 10:00:00,SUMINISTRO DE MEDICAMENTO ANFEBUTAMONA 30 MG,,,,,,,,,,,,
2025-10-15 15:46:00,SEMAGLUTIDA SOLUCIÓN INYECTABLE 2MG 15 ML,,,,,,,,,,,,
2025-10-30 10:01:00,SERVICIO LIMPIEZA Y MANTENCIÓN AGUAS LLUVIAS 2025,,,,,,,,,,,,
2025-10-10 15:30:00,REPARACIÓN PISCINAS EL ARRAYAN,,,,,,,,,,,,
2025-10-22 15:00:00,HABILITACIÓN LUGARES PERMISO CIRCULACIÓN 2026-2027,,,,,,,,,,,,
2025-10-07 15:00:00,SUMINISTRO DE SUPLEMENTO VITAMINA D3 800 U.I.,,,,,,,,,,,,
2025-10-24 13:00:00,Adquisición y habilitación Cámaras Televigelancia,,,,,,,,,,,,
2025-10-14 15:45:00,LEVETIRACETAM 500 MG,,,,,,,,,,,,
2025-10-06 15:45:00,ANFEBUTAMONA BUPROPION 150 MG,,,,,,,,,,,,
